Community District,Name,Indicator Category,Indicator,Indicator Description,Y2000,Y2006,Y2010,Y2016,Y2017,Y2000.Rank,Y2006.Rank,Y2010.Rank,Y16.17.Rank
QN 07,Flushing/Whitestone,Subsidized Housing,Public Housing (units),Total number of public housing units (includes housing owned and operated by NYCHA even if the properties were not originally public housing),NA,NA,NA,NA,930,NA,NA,NA,36
QN 07,Flushing/Whitestone,Subsidized Housing,Total number of subsidized properties (properties),"Total number of subsidized properties (includes federal programs, Mitchell-Lama, NYC Housing Production Programs and Zoning Incentives or Requirements, and New York State Property Tax Incentives, except 421-a and J-51)",NA,NA,NA,NA,24,NA,NA,NA,42
QN 08,Hillcrest/Fresh Meadows,Demographics,Born in New York State,The percentage of city residents who were born in New York State.,NA,46.0%,47.5%,45.3%,NA,NA,36,30,33
QN 08,Hillcrest/Fresh Meadows,Demographics,Disabled population,"The percentage of the adult population who have disabilities that impair hearing, vision, ambulation, cognition, self-care, or independent living.",NA,NA,7.7%,5.1%,NA,NA,NA,20,49
QN 08,Hillcrest/Fresh Meadows,Demographics,Foreign-born population,The share of the population that is born outside the United States or Puerto Rico.,44.8%,47.2%,45.5%,47.2%,NA,15,11,15,13
QN 08,Hillcrest/Fresh Meadows,Demographics,Households with children under 18 years old,The percentage of households living with children under 18.,34.4%,32.0%,29.3%,30.7%,NA,34,34,35,28
QN 08,Hillcrest/Fresh Meadows,Demographics,Income diversity ratio,"The income earned by the 80th percentile household divided by the income earned by the 20th percentile household for a given geographic area, excluding all households without positive income.",NA,3.7,5.1,4.7,NA,NA,51,27,40
QN 08,Hillcrest/Fresh Meadows,Demographics,Labor force participation rate,"The number of people aged 16 years and older who are in the civilian labor force, divided by the total number of non-institutionalized people aged 16 years and older.",NA,63.1%,63.0%,64.7%,NA,NA,22,26,25
QN 08,Hillcrest/Fresh Meadows,Demographics,Median household income ($2017),The median household's total income of all members of the household aged 15 years or older.,"$72,096","$68,942","$61,577","$67,946",NA,12,14,16,17
QN 08,Hillcrest/Fresh Meadows,Demographics,"Median household income, homeowners ($2017)",The median owner-occupied household's total income of all members of the household aged 15 years or older.,NA,"$76,902","$79,975","$89,894",NA,NA,31,33,29
QN 08,Hillcrest/Fresh Meadows,Demographics,"Median household income, renters ($2017)",The median renter household's total income of all members of the household aged 15 years or older.,NA,"$56,370","$50,686","$56,088",NA,NA,9,12,14
QN 08,Hillcrest/Fresh Meadows,Demographics,Percent Asian,The percentage of the total population that identifies as Asian (non-Hispanic).,23.7%,29.8%,30.0%,32.2%,NA,6,7,8,8
QN 08,Hillcrest/Fresh Meadows,Demographics,Percent black,The percentage of the total population that identifies as black (non-Hispanic).,14.5%,11.0%,12.6%,11.9%,NA,28,30,28,29
QN 08,Hillcrest/Fresh Meadows,Demographics,Percent Hispanic,The percentage of the total population that identifies as Hispanic (of any race).,16.3%,19.4%,20.5%,20.3%,NA,35,29,30,29
QN 08,Hillcrest/Fresh Meadows,Demographics,Percent white,The percentage of the total population that identifies as white (non-Hispanic).,39.0%,36.8%,32.8%,30.2%,NA,23,25,25,24
QN 08,Hillcrest/Fresh Meadows,Demographics,Population,"All people, both children and adults, living in a given geographic area.","148,712","147,374","138,004","166,115",NA,NA,NA,NA,NA
QN 08,Hillcrest/Fresh Meadows,Demographics,Population aged 25+ with a bachelor's degree or higher,The percentage of the population aged 25 and older who have attained a bachelor's degree or higher.,35.8%,36.1%,42.9%,41.2%,NA,10,14,11,14
QN 08,Hillcrest/Fresh Meadows,Demographics,Population aged 25+ without a high school diploma,The percentage of the population aged 25 and older who have not graduated from high school or received a GED.,NA,15.2%,13.3%,13.2%,NA,NA,41,42,41
QN 08,Hillcrest/Fresh Meadows,Demographics,Population aged 65+,The percentage of residents who are aged 65 years and older.,14.1%,15.2%,15.7%,15.1%,NA,14,11,10,15
QN 08,Hillcrest/Fresh Meadows,Demographics,Poverty rate,The number of people below the poverty threshold divided by the number of people for whom poverty status was determined.,10.6%,8.1%,13.7%,13.4%,NA,46,50,39,39
QN 08,Hillcrest/Fresh Meadows,Demographics,"Poverty rate, population aged 65+",The number of people aged 65 or older below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,9.9%,8.5%,12.6%,NA,NA,46,50,41
QN 08,Hillcrest/Fresh Meadows,Demographics,"Poverty rate, population under 18 years old",The number of people under 18 years old below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,8.9%,18.7%,16.9%,NA,NA,49,40,38
QN 08,Hillcrest/Fresh Meadows,Demographics,Racial diversity index,The probability that two randomly chosen people in a given geographic area will be of a different race.,0.74,0.73,0.74,0.75,NA,3,3,2,2
QN 08,Hillcrest/Fresh Meadows,Demographics,Single-person households,The share of households that include only one person.,NA,29.1%,28.5%,28.1%,NA,NA,30,30,34
QN 08,Hillcrest/Fresh Meadows,Demographics,Unemployment rate,"The number of people aged 16 years and older in the civilian labor force who are unemployed, divided by the total number of people aged 16 years and older in the civilian labor force.",6.27%,6.41%,12.72%,9.91%,NA,44,37,22,7
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",NA,0.0%,8.3%,2.1%,NA,NA,31,37,32
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,12.4%,0.6%,4.1%,NA,NA,32,33,19
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,21.7%,2.0%,1.5%,NA,NA,36,27,25
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",NA,63.3,18.8,18.7,NA,NA,17,28,33
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",NA,0.4%,0.5%,8.5%,NA,NA,51,50,42
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",NA,10.2%,18.4%,17.2%,NA,NA,7,9,6
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Homeownership rate,The number of owner-occupied units divided by the total number of occupied housing units.,43.8%,54.5%,46.0%,44.3%,NA,11,10,11,14
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",NA,"55,670","54,564","59,330",NA,NA,25,30,28
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,203.0,165.9,252.2,257.3,1,32,25,27
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,212.5,169.9,236.3,260.9,1,37,23,29
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,140.5,81.5,100.2,NA,1,55,55,NA
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,205.9,167.7,245.7,262.2,1,43,36,38
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,264.9,235.1,321.2,364.0,1,16,18,15
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Median sales price per unit, 1 family building ($2017)",The median price per unit for one unit buildings.,"$443,752","$731,801","$584,979","$762,500","$799,354",16,22,23,25
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Median sales price per unit, 2-4 family building ($2017)",The median price per unit for two- to four-unit buildings.,"$216,464","$392,609","$297,020","$375,000","$416,841",15,18,22,26
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Median sales price per unit, 5+ family building ($2017)",The median price per unit for multifamily buildings.,NA,"$131,265","$143,511","$187,500","$306,501",NA,31,16,12
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Median sales price per unit, condominium ($2017)",The median price per unit for condominiums.,"$216,464","$447,941","$324,745","$395,000","$429,638",27,30,40,35
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",3.9,5.7,10.3,7.4,4.4,40,37,42,45
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,78,111,206,151,87,27,23,29,29
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,58,87,168,77,44,24,23,25,27
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,16,24,35,69,43,19,21,28,32
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",NA,NA,NA,34.5,NA,NA,NA,NA,33
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,NA,NA,NA,"19,746",NA,NA,NA,NA,15
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,4,1,10,1,2,31,29,22,26
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",NA,44.8,14.4,11.7,NA,NA,28,35,34
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",NA,NA,2.7%,1.9%,NA,NA,NA,43,51
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,517,520,375,298,371,10,11,8,10
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,144,197,106,102,121,34,34,33,33
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,0,3,5,3,1,58,53,49,55
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,668,818,571,468,574,15,28,24,22
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,7,98,85,65,81,44,29,29,25
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,19.0,20.9,13.4,19.4,NA,44,41,44
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,NA,NA,3.8%,3.3%,NA,NA,NA,22,34
QN 08,Hillcrest/Fresh Meadows,Housing Market and Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,137.4,127.2,75.6,113.2,NA,34,37,42
QN 08,Hillcrest/Fresh Meadows,Land Use and Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,NA,19.8,18.5,22.3,NA,NA,47,47,45
QN 08,Hillcrest/Fresh Meadows,Land Use and Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,53,214,17,81,125,50,48,26,44
QN 08,Hillcrest/Fresh Meadows,Land Use and Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,94,161,175,72,72,27,50,40,46
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",47.8%,47.7%,52.8%,47.9%,NA,45,46,45,47
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,43.2,40.3,40.1,42.7,NA,22,30,30,31
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,Residential units within 1/2 mile of a subway station,"The percentage of residential units that are within a half mile walk of a station entrance for the New York City Subway, Long Island Rail Road, PATH, Amtrak, Metro-North Railroad, or Staten Island Railway.",NA,NA,NA,NA,28.1%,NA,NA,NA,53
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,Residential units within 1/4 mile of a park,The percentage of residential units that are within a quarter mile of a park.,NA,NA,NA,NA,71.0%,NA,NA,NA,36
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,13.7,9.1,7.9,7.4,NA,33,46,47
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,10.3,6.4,5.7,5.1,NA,20,38,44
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,3.4,2.7,2.2,2.2,NA,40,46,45
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,NA,NA,NA,54.2%,51.9%,NA,NA,NA,18
QN 08,Hillcrest/Fresh Meadows,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,NA,NA,NA,54.8%,49.1%,NA,NA,NA,18
QN 08,Hillcrest/Fresh Meadows,Renters,"Housing choice vouchers (% of occupied, privately owned rental units)",The share of all rental households in privately owned units whose occupants use a housing choice voucher from HUD.,NA,NA,1.2%,0.9%,NA,NA,NA,49,50
QN 08,Hillcrest/Fresh Meadows,Renters,"Median rent, 2- and 3-bedrooms ($2017)","The median gross rent among 2-3 bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,"$1,334","$1,549",NA,NA,NA,20,15
QN 08,Hillcrest/Fresh Meadows,Renters,"Median rent, all ($2017)","The median gross rent, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.","$1,118","$1,288","$1,320","$1,547",NA,19,16,21,13
QN 08,Hillcrest/Fresh Meadows,Renters,"Median rent, asking",The median rent that landlords advertise for housing units available for rent.,NA,NA,"$1,400","$1,750","$1,800",NA,NA,38,45
QN 08,Hillcrest/Fresh Meadows,Renters,"Median rent, studios and 1-bedrooms ($2017)","The median gross rent among studios and 1-bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,"$1,218","$1,270",NA,NA,NA,10,14
QN 08,Hillcrest/Fresh Meadows,Renters,Moderately rent-burdened households,The share of renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,23.0%,25.0%,29.0%,NA,NA,25,21,4
QN 08,Hillcrest/Fresh Meadows,Renters,"Moderately rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,NA,31.6%,29.0%,NA,NA,NA,16,35
QN 08,Hillcrest/Fresh Meadows,Renters,"Moderately rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,NA,20.2%,12.5%,NA,NA,NA,15,33
QN 08,Hillcrest/Fresh Meadows,Renters,Public housing (% of rental units),The share of all rental units located in New York City Housing Authority public housing.,NA,NA,NA,NA,9.4%,NA,NA,NA,25
QN 08,Hillcrest/Fresh Meadows,Renters,Rental units affordable at  30% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 30 of the Area Median Income.",NA,NA,7.6%,6.1%,NA,NA,NA,24,29
QN 08,Hillcrest/Fresh Meadows,Renters,Rental units affordable at  80% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 80 of the Area Median Income.",NA,NA,47.1%,54.6%,NA,NA,NA,33,25
QN 08,Hillcrest/Fresh Meadows,Renters,Rental units affordable at 120% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 120% of the Area Median Income.",NA,NA,95.2%,95.1%,NA,NA,NA,29,23
QN 08,Hillcrest/Fresh Meadows,Renters,Severely rent-burdened households,The share of renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,17.4%,NA,25.3%,32.2%,NA,53,NA,39,22
QN 08,Hillcrest/Fresh Meadows,Renters,"Severely rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,NA,NA,45.6%,54.2%,NA,NA,NA,14,6
QN 08,Hillcrest/Fresh Meadows,Renters,"Severely rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,NA,NA,0.0%,0.6%,NA,NA,NA,36,26
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,420-c Tax Exemption (properties),Total number of properties using a 420-c tax emption,NA,NA,NA,NA,0,NA,NA,NA,46
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,420-c Tax Exemption (units),Total number of units in properties using a 420-c tax emption (all affordable),NA,NA,NA,NA,0,NA,NA,NA,46
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,421-a Tax Exemption (properties),Total number of properties using a 421-a tax emption (includes properties with only market rate units),NA,NA,NA,NA,68,NA,NA,NA,22
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,421-a Tax Exemption (units),Total number of units in properties using a 421-a tax emption (includes both affordable and market rate units),NA,NA,NA,NA,"1,725",NA,NA,NA,25
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Eligible between 2018 and 2023 (properties),"Total number of properties eligible to expire between 2018 and 2023 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,0,NA,NA,NA,41
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Eligible between 2018 and 2023 (units),"Total number of units in properties eligible to expire between 2018 and 2023 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,0,NA,NA,NA,40
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Eligible between 2024 and 2033 (properties),"Total number of properties eligible to expire between 2024 and 2033 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,0,NA,NA,NA,49
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Eligible between 2024 and 2033 (units),"Total number of units in properties eligible to expire between 2024 and 2033 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,0,NA,NA,NA,47
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Eligible in 2034 and later (properties),"Total number of properties eligible to expire in 2034 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,2,NA,NA,NA,50
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Eligible in 2034 and later (units),"Total number of units in properties eligible to expire in 2034 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,466,NA,NA,NA,40
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,HUD Financing or Insurance (properties),Total number of properties receiving a benefit from a HUD Financing or Insurance Program,NA,NA,NA,NA,0,NA,NA,NA,46
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,HUD Financing or Insurance (units),Total number of units in properties receiving a benefit from a HUD Financing or Insurance Program (all affordable),NA,NA,NA,NA,0,NA,NA,NA,41
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,HUD Project-based Rental Assistance Program (properties),Total number of properties receiving a benefit from a HUD Project-based Rental Assistance Program,NA,NA,NA,NA,0,NA,NA,NA,50
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,HUD Project-based Rental Assistance Program (units),Total number of units in properties receiving a benefit from a HUD Project-based Rental Assistance Program (includes both affordable and market rate units),NA,NA,NA,NA,0,NA,NA,NA,47
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Low Income Housing Tax Credit (properties),Total number of properties receiving a benefit from the Low Income Housing Tax Credit,NA,NA,NA,NA,2,NA,NA,NA,42
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Low Income Housing Tax Credit (units),Total number of units in properties receiving a benefit from the Low Income Housing Tax Credit (includes both affordable and market rate units),NA,NA,NA,NA,466,NA,NA,NA,36
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Mitchell-Lama (properties),Total number of properties receiving a benefit from the Mitchell-Lama program,NA,NA,NA,NA,1,NA,NA,NA,35
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Mitchell-Lama (units),Total number of units in properties receiving a benefit from the Mitchell-Lama program (all affordable),NA,NA,NA,NA,248,NA,NA,NA,37
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,NYC Housing Production Programs and Zoning Incentives or Requirements (properties),"Total number of properties that entered a New York City housing production program or zoning incentive or requirement between July 1,  2003 and December 31, 2017",NA,NA,NA,NA,2,NA,NA,NA,47
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Public Housing (properties),Total number of public housing properties (includes housing owned and operated by NYCHA even if the properties were not originally public housing),NA,NA,NA,NA,2,NA,NA,NA,39
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Public Housing (units),Total number of public housing units (includes housing owned and operated by NYCHA even if the properties were not originally public housing),NA,NA,NA,NA,"2,080",NA,NA,NA,29
QN 08,Hillcrest/Fresh Meadows,Subsidized Housing,Total number of subsidized properties (properties),"Total number of subsidized properties (includes federal programs, Mitchell-Lama, NYC Housing Production Programs and Zoning Incentives or Requirements, and New York State Property Tax Incentives, except 421-a and J-51)",NA,NA,NA,NA,7,NA,NA,NA,50
QN 09,Kew Gardens/Woodhaven,Demographics,Born in New York State,The percentage of city residents who were born in New York State.,NA,44.3%,43.8%,41.5%,NA,NA,40,40,40
QN 09,Kew Gardens/Woodhaven,Demographics,Disabled population,"The percentage of the adult population who have disabilities that impair hearing, vision, ambulation, cognition, self-care, or independent living.",NA,NA,6.5%,5.4%,NA,NA,NA,30,46
QN 09,Kew Gardens/Woodhaven,Demographics,Foreign-born population,The share of the population that is born outside the United States or Puerto Rico.,48.7%,50.2%,49.4%,52.7%,NA,10,10,11,6
QN 09,Kew Gardens/Woodhaven,Demographics,Households with children under 18 years old,The percentage of households living with children under 18.,43.1%,41.3%,37.9%,38.1%,NA,13,13,20,11
QN 09,Kew Gardens/Woodhaven,Demographics,Income diversity ratio,"The income earned by the 80th percentile household divided by the income earned by the 20th percentile household for a given geographic area, excluding all households without positive income.",NA,4.5,4.3,5.0,NA,NA,37,46,37
QN 09,Kew Gardens/Woodhaven,Demographics,Labor force participation rate,"The number of people aged 16 years and older who are in the civilian labor force, divided by the total number of non-institutionalized people aged 16 years and older.",NA,66.2%,68.4%,65.1%,NA,NA,8,9,22
QN 09,Kew Gardens/Woodhaven,Demographics,Median household income ($2017),The median household's total income of all members of the household aged 15 years or older.,"$63,488","$64,145","$63,714","$67,833",NA,18,18,14,19
QN 09,Kew Gardens/Woodhaven,Demographics,"Median household income, homeowners ($2017)",The median owner-occupied household's total income of all members of the household aged 15 years or older.,NA,"$88,531","$85,451","$90,179",NA,NA,19,23,27
QN 09,Kew Gardens/Woodhaven,Demographics,"Median household income, renters ($2017)",The median renter household's total income of all members of the household aged 15 years or older.,NA,"$43,194","$51,922","$50,689",NA,NA,28,11,19
QN 09,Kew Gardens/Woodhaven,Demographics,Percent Asian,The percentage of the total population that identifies as Asian (non-Hispanic).,16.1%,20.0%,22.8%,27.6%,NA,10,11,11,10
QN 09,Kew Gardens/Woodhaven,Demographics,Percent black,The percentage of the total population that identifies as black (non-Hispanic).,6.9%,9.1%,9.4%,3.9%,NA,38,32,30,39
QN 09,Kew Gardens/Woodhaven,Demographics,Percent Hispanic,The percentage of the total population that identifies as Hispanic (of any race).,35.6%,38.3%,41.1%,42.4%,NA,16,17,14,14
QN 09,Kew Gardens/Woodhaven,Demographics,Percent white,The percentage of the total population that identifies as white (non-Hispanic).,28.9%,25.8%,18.6%,17.9%,NA,31,33,35,38
QN 09,Kew Gardens/Woodhaven,Demographics,Population,"All people, both children and adults, living in a given geographic area.","143,120","138,679","135,589","164,094",NA,NA,NA,NA,NA
QN 09,Kew Gardens/Woodhaven,Demographics,Population aged 25+ with a bachelor's degree or higher,The percentage of the population aged 25 and older who have attained a bachelor's degree or higher.,19.5%,23.6%,26.9%,27.0%,NA,31,32,31,39
QN 09,Kew Gardens/Woodhaven,Demographics,Population aged 25+ without a high school diploma,The percentage of the population aged 25 and older who have not graduated from high school or received a GED.,NA,21.4%,18.6%,23.9%,NA,NA,29,33,16
QN 09,Kew Gardens/Woodhaven,Demographics,Population aged 65+,The percentage of residents who are aged 65 years and older.,9.4%,8.9%,8.6%,10.9%,NA,41,47,48,42
